orientation_index,true_measurement_x,true_measurement_y,true_measurement_z
0,0.3127665674709386,-0.13637804485181992,-9.71325382099635
0,0.30309784144267504,-0.13609226860046622,-9.679390966678806
0,0.30371119644278327,-0.1740209313461099,-9.717252704812399
0,0.29270763487854484,-0.1558252163917318,-9.708372636215682
0,0.27882786830379414,-0.1238188707502582,-9.688489436500898
0,0.30217558306304393,-0.15275711076259804,-9.678750429790714
0,0.3456329608715476,-0.10906425771036721,-9.732868805785253
0,0.30974458353095274,-0.13895684376921055,-9.707466553026114
0,0.3396124081598999,-0.18508837873852443,-9.67129167206321
0,0.28390833426130146,-0.16701508989090047,-9.730012528910127
0,0.31552350833656584,-0.13996169064771796,-9.741283073770362
0,0.2946600528897876,-0.1180100280929387,-9.708746266350746
0,0.2948202551149768,-0.14090065862596762,-9.684302873870418
0,0.2651439735967558,-0.14500776020182887,-9.658253534980673
0,0.27040303343826244,-0.11856473206257132,-9.723547197050184
0,0.2962744398771527,-0.1845735837353752,-9.70954924863577
0,0.26339766810150733,-0.13634887558489722,-9.668416608776003
0,0.29068962383185554,-0.17401089701077777,-9.690744422001329
0,0.28334931146183556,-0.15535337558470189,-9.742007128094684
0,0.26269654425158284,-0.1286599144939588,-9.698040402810658
0,0.33249725843857747,-0.1383832678325241,-9.693732267702924
0,0.3077928278591501,-0.11778606281955244,-9.736692408089413
0,0.2936846901753357,-0.16972019371275776,-9.70087762683863
0,0.2935555575856322,-0.12782261602952127,-9.715503238978
0,0.32366994666399407,-0.17485044236869962,-9.720764663415359
0,0.31126752087089476,-0.1347500041919832,-9.697577269988695
0,0.27820912834974354,-0.14450027225990417,-9.719468657631289
0,0.2967626554481666,-0.18452419321698504,-9.722827603916041
0,0.30677167068854566,-0.10961765445768912,-9.691311234849374
0,0.31883038442213607,-0.1539453404609454,-9.70267751635674
0,0.3309172025198561,-0.14320910634338718,-9.712783342910411
0,0.3060130079984309,-0.1529148523649531,-9.723201306004716
0,0.31122082275830304,-0.1422233504432597,-9.709916234035523
0,0.2843803837219768,-0.1784232903240468,-9.72693295156226
0,0.290241923464536,-0.17678718687068248,-9.682347110715028
0,0.29545544157641807,-0.1553442966129543,-9.712055912364214
0,0.31303087630950305,-0.13200212876134523,-9.691510006730402
0,0.3151248876529959,-0.14162423724540693,-9.708330473819336
0,0.28561247994763955,-0.16881623621809044,-9.72892628801172
0,0.31595524109998396,-0.17963676184714772,-9.713131913413324
0,0.28137798173794865,-0.1441818182034407,-9.716601959925157
0,0.2712846142689395,-0.16166629488252088,-9.717092133852656
0,0.30089211055516646,-0.13763909824438092,-9.690271808394982
0,0.2864288961953864,-0.14408899949475304,-9.707918178510333
0,0.318174105251148,-0.15863445981079202,-9.717243041048864
0,0.3010980503385226,-0.21392958436227663,-9.709190903741561
0,0.29872795033772176,-0.1464925236017235,-9.720916292103574
0,0.29302156293871895,-0.14807407290511326,-9.699374418904364
0,0.3076142094427152,-0.13229064619635622,-9.706701473445055
0,0.2836195028114577,-0.1293262107596889,-9.75102376696165
0,0.27018944922433513,-0.1535394673339141,-9.728935586729737
0,0.27436843278346584,-0.10039027818548507,-9.758664966078257
0,0.28182520564814256,-0.10815827812829801,-9.689444944457003
0,0.2960168541365685,-0.1269621843554848,-9.713351545677158
0,0.33154144286432063,-0.13277904693427114,-9.750427775146722
0,0.312629508549726,-0.1241311712292601,-9.676591479057388
0,0.29105515230646223,-0.15093905058307736,-9.697272421022266
0,0.3086611020095961,-0.16028869986833078,-9.711062510368704
0,0.26728849953086725,-0.16473189566236562,-9.70466237439968
0,0.2872614495771135,-0.12261645778432317,-9.681776626611187
0,0.3306967517563354,-0.11360482194430395,-9.677903182831589
0,0.3006845816210588,-0.12828280577582557,-9.675634052414201
0,0.27793698527111327,-0.16171072249590338,-9.689787841107922
0,0.2947725266743274,-0.1595887292458647,-9.682015161771423
0,0.2859082674439088,-0.1368658820074707,-9.731493113833727
0,0.25775564605992485,-0.15363450883177135,-9.681066362377278
0,0.2889095282813186,-0.15362096175914372,-9.733442149130068
0,0.3203357491958693,-0.14874023408237674,-9.707259706004159
0,0.2912472416719837,-0.12909358166339174,-9.711115827427243
0,0.2868191670747084,-0.17644253728272777,-9.74049133540252
0,0.30856956482151393,-0.15553870726359872,-9.735414091325907
0,0.2703063502631701,-0.12173259259163552,-9.699276680536332
0,0.3004454181987588,-0.15924594510540946,-9.71037373038549
0,0.26058860521848837,-0.12834255646370296,-9.716357124487223
0,0.3199196614649289,-0.18627566687627528,-9.733226070168351
0,0.2985809488425027,-0.15355697203107013,-9.737363458599543
0,0.28060978757275695,-0.15537859216052477,-9.697469900541297
0,0.2934364738503801,-0.15984891980591537,-9.70265151277352
0,0.3083673247795185,-0.19646585193825516,-9.674261082523639
0,0.3066256684286483,-0.14138911650903635,-9.738847244999162
0,0.35271901465251954,-0.11738793673777675,-9.742110068679702
0,0.29833256469092323,-0.1580732058704385,-9.74164761795917
0,0.2601613590502284,-0.09956749954850293,-9.703902255736883
0,0.30535827569497986,-0.16288907824140555,-9.717047214771311
0,0.28689960405810605,-0.12835572923554764,-9.723680359606112
0,0.28888341801137274,-0.14720650343256347,-9.71225883354355
0,0.2826385144071534,-0.14232940518770162,-9.692703239909193
0,0.3290383094908333,-0.12942680217985048,-9.73210273204083
0,0.2858777757348645,-0.14497160956240757,-9.706483907180134
0,0.27860522033624285,-0.155044371710294,-9.68995738453536
0,0.2629300879545841,-0.10462262180522217,-9.697357067907628
0,0.2890956111169245,-0.14697818806833998,-9.711053957393945
0,0.31683704419398584,-0.1239715116932707,-9.703991944124907
0,0.316238171430022,-0.14798926812753935,-9.699804843507922
0,0.3215272911455121,-0.1589003524405765,-9.693222561401992
0,0.24649121925086206,-0.13795123138497786,-9.69426633840125
0,0.2795129411104074,-0.15100263644432244,-9.708336585927036
0,0.2645517904108805,-0.10614384403113838,-9.747225164747931
0,0.276872891236951,-0.14874383046952197,-9.713933737321264
0,0.30537016113119936,-0.13030197033353452,-9.704575182769753
0,0.2676500403530778,-0.14608955618138697,-9.670244327590012
0,0.27452252393356963,-0.14316189027486398,-9.709708435698536
0,0.2777179209114682,-0.13446663944739412,-9.710801385551134
0,0.308021551327536,-0.18346120622773215,-9.686264716482494
