orientation_index,true_measurement_x,true_measurement_y,true_measurement_z,magnitude,x_moving_avg,y_moving_avg,z_moving_avg,x_filtered,y_filtered,z_filtered,magnitude_score
0,0.3127665674709386,-0.1363780448518199,-9.71325382099635,9.719244913466547,,,,0.3133081401527061,-0.13605209570551638,-9.712092442599348,-0.33892449580260864
0,0.303097841442675,-0.1360922686004662,-9.679390966678806,9.685091578962137,,,,0.3120961540799997,-0.1375367031829508,-9.710553917567458,-0.5279164834933366
0,0.3037111964427832,-0.1740209313461099,-9.7172527048124,9.723555106265156,0.29822222170774715,-0.1452270663880772,-9.701351913040828,0.3107786654043591,-0.13899708739348646,-9.70907717941327,-0.31507347463118357
0,0.2927076348785448,-0.1558252163917318,-9.708372636215682,9.714034100269627,0.2961040248261682,-0.14850287957023284,-9.6944512347997,0.3093521855561054,-0.1403865337261435,-9.70769423725604,-0.3677592189083054
0,0.2788278683037941,-0.1238188707502582,-9.688489436500898,9.69329168312221,0.3046110487119427,-0.143097277392213,-9.70514680262099,0.30781135532001946,-0.1416681863007918,-9.706431737681498,-0.48254012399663504
0,0.3021755830630439,-0.152757110762598,-9.678750429790714,9.684671119870925,0.3058177261295766,-0.13608445987683315,-9.703189572263733,0.3061499920062979,-0.14281554432579083,-9.705308540207662,-0.5302431494117233
0,0.3456329608715476,-0.1090642577103672,-9.732868805785252,9.739614589221608,0.3151986807858476,-0.14193709234619165,-9.695773379433238,0.30436583859265215,-0.1438105889353266,-9.704335120087485,-0.22620620444316308
0,0.3097445835309527,-0.1389568437692105,-9.707466553026114,9.713400928077547,0.3162147739773491,-0.1505763361743201,-9.704077997915084,0.30246809911398875,-0.14464183583387402,-9.703515222935243,-0.37126296086697735
0,0.3396124081598999,-0.1850883787385244,-9.67129167206321,9.679022517890917,0.3188843590320535,-0.1480172521513441,-9.716584526711014,0.3004846463648742,-0.14530424457688373,-9.702849014727201,-0.5615004345748351
0,0.2839083342613014,-0.1670150898909004,-9.730012528910128,9.735586361142424,0.3086897774357015,-0.1498064062278584,-9.711760018824112,0.29846555294841914,-0.14580100905087964,-9.702336382485203,-0.2484969365957812
0,0.3155235083365658,-0.1399616906477179,-9.741283073770362,9.747396589986833,0.30570491175250625,-0.15019516919920978,-9.707127282992975,0.2964816214639815,-0.14614484080927762,-9.70197998400399,-0.183143475307865
0,0.2946600528897876,-0.1180100280929387,-9.708746266350746,9.713933548150257,0.2908112248398774,-0.1421790454918707,-9.704519655576465,0.2946187229338182,-0.1463561444026016,-9.701787359911163,-0.36831563734246675
0,0.2948202551149768,-0.1409006586259676,-9.684302873870418,9.689813936876298,0.2881101646752697,-0.13248897392620484,-9.703226589204476,0.29296941829646683,-0.14645841325889605,-9.701770012513556,-0.501784692213361
0,0.2651439735967558,-0.1450077602018288,-9.658253534980672,9.66298038512032,0.28426035098338703,-0.14141135254373632,-9.696879824177557,0.29162299561680655,-0.14647375740704205,-9.701938534967331,-0.6502716952176927
0,0.2704030334382624,-0.1185647320625713,-9.723547197050184,9.72802885940642,0.278007874025731,-0.145079122042128,-9.68881389266261,0.2906551541745624,-0.14642092130093365,-9.702296275709402,-0.29031737069948854
0,0.2962744398771527,-0.1845735837353752,-9.70954924863577,9.715821764689846,0.27718174776910676,-0.15170116971909003,-9.690102202288791,0.29011921366896837,-0.14631615952420995,-9.702835045469923,-0.3578669417118435
0,0.2633976681015073,-0.1363488755848972,-9.668416608776004,9.672964854081208,0.2808228153421227,-0.15377029279566462,-9.706852920911595,0.29004047770014213,-0.14617609228433473,-9.703533794421046,-0.59502131740434
0,0.2906896238318555,-0.1740108970107777,-9.690744422001329,9.696664772086939,0.27928151750478675,-0.15578932928194217,-9.701751562063688,0.2904140861031656,-0.14602095891339342,-9.704359125362197,-0.46387469066919707
0,0.2833493114618355,-0.1553533755847018,-9.742007128094684,9.747364997139437,0.2865260812170717,-0.14655126610137192,-9.698588165877121,0.29120588955761545,-0.1458763960522527,-9.705267425604685,-0.18331829850193412
0,0.2626965442515828,-0.1286599144939588,-9.698040402810658,9.702450747234291,0.29540511316860024,-0.14283870354830297,-9.712243325739802,0.29235601170296327,-0.14577249936051997,-9.706209070871246,-0.4318572329393779
0,0.3324972584385774,-0.1383832678325241,-9.693732267702924,9.700420075109637,0.2960041264372963,-0.14198056288869895,-9.714269966707262,0.29378499047659995,-0.1457402586272125,-9.7071336406239,-0.44309422536648585
0,0.3077928278591501,-0.1177860628195524,-9.736692408089413,9.742268166665403,0.29804537566205563,-0.13647441097766283,-9.708969188883923,0.2954019799497072,-0.14580693675126385,-9.707994514161573,-0.21152228315491334
0,0.2936846901753357,-0.1697201937127577,-9.70087762683863,9.706805982005386,0.31024005614453787,-0.145712516552611,-9.713514041004865,0.2971132953321202,-0.14599265486305904,-9.708752514734947,-0.40775696606374373
0,0.2935555575856322,-0.1278226160295212,-9.715503238978,9.720777575541478,0.3059941086310013,-0.14498586382450282,-9.71428304146202,0.2988291593290802,-0.1463094788956582,-9.709378717924318,-0.33044330776628383
0,0.323669946663994,-0.1748504423686996,-9.72076466341536,9.727723297518015,0.30007736872912005,-0.15032870571257315,-9.710838291370395,0.30046807952728644,-0.14676250147000827,-9.709856080458582,-0.2920082377697233
0,0.3112675208708947,-0.1347500041919832,-9.697577269988695,9.703507094889984,0.3006929617836862,-0.15328950561341861,-9.715228286785877,0.30195964332124736,-0.1473514456588097,-9.710179731305574,-0.4260117936568371
0,0.2782091283497435,-0.1445002722599041,-9.719468657631287,9.724523208592657,0.3033361844042689,-0.1496485132990522,-9.71038988596015,0.30324595119404535,-0.1480716475347361,-9.71035620480995,-0.30971635252824825
0,0.2967626554481666,-0.184524193216985,-9.72282760391604,9.729105501895987,0.30236827195589727,-0.14546749291750136,-9.706772456548427,0.30428159227925405,-0.1489141283916205,-9.710401984658954,-0.28435962727302344
0,0.3067716706885456,-0.1096176544576891,-9.691311234849374,9.696784948570508,0.3062982082856896,-0.14715931334778215,-9.709813671132771,0.3050332939854429,-0.1498648461477438,-9.710341508619926,-0.4632096782236152
